9579,9510,9478,9367,8973,8599,8264,8173,7842,7730,7643,6903,6892,6798,6588,6465,6339,6089,5374,4822,4630,4523,3821,3589,3374,3343,2865,2483,2317,2277,2202,1792,1355,1245,1138,1111,899,593,408,312,32,
9764,9473,9406,8906,8802,8615,8065,7926,7797,7658,6642,5556,5538,5434,5319,5246,4146,4039,3779,3666,3133,3098,2736,2114,1769,1376,847,824,792,458,157,
9464,9327,9023,8759,8613,8326,8156,8152,7665,6964,6819,6786,5953,5696,5628,5548,5443,5368,5265,5027,4671,4639,3668,3084,2665,2557,1889,1740,1344,693,649,563,488,214,
9905,9902,9821,9745,9617,9342,8902,8499,8314,8289,8253,7777,7710,7521,7429,7175,6386,6347,6120,5459,5182,5070,5058,4859,4715,4379,3876,3638,3170,2682,2530,2357,2106,1742,1486,1218,376,286,176,141,73,
9848,9783,9188,9065,8815,8661,8115,7821,7479,7024,6217,6094,6051,5760,5454,5108,4808,4769,4472,4423,3785,3784,3766,2679,2190,1714,1302,1176,1077,1040,1019,56,
9608,9447,9352,9324,9255,9086,9076,8962,8884,8804,7696,7285,6982,6441,5899,5588,5472,5399,5271,4883,4411,3961,3936,3688,3038,2767,2715,2106,2006,1771,1642,1567,1126,1063,956,2,
9470,9312,8967,8960,8373,7247,6562,5690,5461,5440,5106,5105,4876,4861,4309,4230,4156,3729,3650,3626,3312,3122,2771,2199,1531,1318,734,539,508,442,312,
9624,9537,9490,9122,8979,8136,8059,7844,7439,7384,7332,7082,6875,6830,5718,5716,5566,5447,4900,4853,4242,3654,3518,3283,3162,2967,1768,1389,1112,956,676,306,207,51,
9917,9649,9407,9392,9386,8991,8598,8300,7554,7465,6955,6936,6678,6468,6353,6227,6064,5215,5128,5001,4997,4789,4758,4686,4455,3861,3420,3260,2980,2731,2463,2453,2335,2175,1815,1670,1493,1411,486,408,13,
9847,9757,9657,9505,9451,8544,8449,8073,7836,6804,6781,6676,5941,5779,5703,5542,5262,5099,5004,4875,4563,4286,3126,3088,2771,2682,2316,2132,1791,1685,1496,1392,21,
